Inventario,Localizzazione,Collocazione,Tipo di documento,Autore,Titolo,Luogo,Editore,Anno,Note,ISBN,CDD,Descrizione CDD,Curatore,Traduttore,Lingua
,Polo Liceale,armadio 6,volume,Rampini Federico ,"La speranza indiana:
Storie di uomini, citta' e denaro dalla piu' grande democrazia del mondo",Milano,Mondadori,2008,,978-88-04-57298-5,3,,,,
,Polo Liceale,Armadio 12,volume,"Ramponi, Piazzi, Sabatino Tumscitz",Principium et fons,Bologna,Cappelli,1997,Testo scolastico,88-379-0781-8,870,,,,
,Polo Liceale,armadio 8,volume,Raschini Maria A,Storia del pensiero occidentale : 4. Da bacone a Kant,Milano,Marzorati,1973,Vol 4,,,,,,
,Polo Liceale,armadio 11,volume,Ravera Lidia,Ammazzare il tempo,,Club degli editori,1978,Prof. Berretta,,800,,,,
,Polo Liceale,armadio 7,volume,Reggiani Anna maria,Educazione e scuola,,Quasar,,"Vita e costumi dei romani antichi, 10",88-7097-014-0,,,,,
,Polo Liceale,armadio 7,volume,Assessorato all'Agricoltura Regione Lazio,Buon appetito beteavon : incontro di culture e ricette della cucina ebraico-romana,Roma,Gp srl,2010,,,,,,,
,Polo Liceale,armadio 6,volume,Città di Cori Archivio Storico,La scuola entra in archivio 2 : laboratori di storia,,Regione Lazio - Città di Cori,2006,Doc. di interesse locale,,,,,,
,Polo Liceale,armadio 6,volume,Città di Cori Archivio Storico,La scuola entra in archivio 2 : laboratori di storia,,Regione Lazio - Città di Cori,2006,Doc. di interesse locale,,,,,,
,Polo Liceale,armadio 6,volume,Città di Cori Archivio Storico,La scuola entra in archivio 2 : laboratori di storia,,Regione Lazio - Città di Cori,2006,Doc. di interesse locale,,,,,,
,Polo Liceale,armadio 5,volume,Reinhard Wikfgang,Storia dell'espansione europea,,Guida,,,88-7042-755-2,909.08.00,STORIA MODERNA,,,
,Polo Liceale,armadio 6,volume,Remizov Aleksej,Russia scompigliata,Milano,Bompiani,1981,,,,,,Sibaldi Igor,
,Polo Liceale,armadio 6,volume,Renard Jules,Poil de Carotte,,ER Easy Readers,1970,Testo francese,87-429-7501-8,,,,,
,Polo Liceale,armadio 11,volume,Renouard Yves,Gli uomini d'affari italiani del medioevo,,Rizzoli,,Avaiti,88-17-11651-3,,,,,
,Polo Liceale,armadio 6,volume,Resegotti Nuccia,Una vacanza diversa,,La Scuola,1991,Ettore Scaini,88-350-8431-8,,,,,
,Polo Liceale,armadio 8,volume,Reynolds Ernest E.,Il processo di Tommaso Moro,Roma,Salerno editrice,,,88-85026-68-0,100,,,,
,Polo Liceale,Armadio 5,volume,"Rezzaghi, Brunelli",La sapienza del cuore,,La Scuola,,Testo scolastico,88-350-9396-1,,,,,
,Polo Liceale,armadio 9,volume,Ribeyro Julio R.,Gli avvoltoi senza piume,,Einaudi,1981 (c),Collana “I racconti di repubblica”,,,,,,
,Polo Liceale,Armadio 6,volume,"Riccardi Cecilia, Giorgi Tiziana",Antologia europea Futura : Narrazioni,,Bruno Mondadori,,Testo scolastico,88-424-4980-6,,,,,
,Polo Liceale,Armadio 6,volume,"Riccardi Cecilia, Giorgi Tiziana, Cantoni Vera",Antologia europea Futura : La poesia e il teatro,,Bruno Mondadori,,Testo scolastico,88-424-4981-4,,,,,
,Polo Liceale,armadio 8,volume,Ricci Saverio,Giordano Bruno nell'Europa del Cinquecento,Roma,Salerno editrice,2000,,88-8402-297-5,100,,,,
,Polo Liceale,armadio 5,volume,Ricciardi Maria Cristina,Augusto Pelliccione: pace a voi,,La Frentania,2008,,,250,,,,
,Polo Liceale,Armadio 7,volume,Ricciardi. Cicerale. Tomassini,Motivi e forme,,Mursia,,Testo scolastico,88-425-8366-9,,,,,
,Polo Liceale,armadio 9,volume,Richler Mordecai,La versione di Barney,,Adelphi,,,88-459-1570-0,,,,,
,Polo Liceale,Armadio 4,volume,"Riddei Monica, Riddei Volfango",Facile discere : Corso di latino 1,,La Medusa,2007,Testo scolastico,88-89949-12-0,,,,,
,Polo Liceale,Armadio 4,volume,"Riddei Monica, Riddei Volfango",Facile discere : Corso di latino 2,,La Medusa,2007,Testo scolastico,88-89949-13-9,,,,,
,Polo Liceale,armadio 7,volume,Rimanelli Giose,Tiro al piccione,,Einaudi,,,88-06-12707-1,,,,,
,Polo Liceale,armadio 5,volume,Rinaldi Riccardo,Roma 1849 : estate diglori,,Nuova editrice Spada,1988,,,,,,,
,Polo Liceale,armadio 9,volume,Ritter Gerhard,La formazione dell'Europa moderna,,Laterza,1976,Universale Laterza; Avaiti (1 copia),,940,,,,
,Polo Liceale,armadio 11,volume,Rivera Letelier Hernan,I treni vanno in purgatorio,,Guanda,,Avaiti,88-8246-383-4,,,,,
,Polo Liceale,armadio 8,volume,Riviere Jacques,Proust e Freud,,Pratiche editrice,,,88-7380-061-0,,,,,
,Polo Liceale,Armadio 7,volume,"Rizzica, Posani, Santini",Latinitatis exempla,,Le Monnier,,Testo scolastico,88-00-42118-0,,,,,
,Polo Liceale,armadio 10,volume,Robb Candace,La rosa del farmacista : Thriller Medioevale,Casale Monferrato,Piemme,2000,Pennarola Rotigliano,88-384-4551-6,8,,,,
,Polo Liceale,armadio 9,volume,Roberts Kenneth,Passaggio a nord-ovest,,BUR,,vol 1-2,88-1725192-5,,,,,
,Polo Liceale,armadio 7,volume,Roccia Paolo,I colori del buio,,Poesie sociali,,Avaiti,,,,,,
,Polo Liceale,armadio 11,volume,Romani Bruno,Cardarelli,,La nuova Italia,1974,Prof. Berretta,,,,,,
,Polo Liceale,armadio 7,volume,Romani Bruno,Cardarelli Vincenzo,,La nuova Italia,1974,"Il Castoro, 22",,,,,,
,Polo Liceale,armadio 7,volume,Romaniello Giuseppe,Poesia etico – religiosa di Orazio : saggi critici,,Phos Latina,1984,,,,,,,
,Polo Liceale,armadio 11,volume,Ronchey Vittoria,1944 : Romanzo,Milano,RCS Rizzoli libri,1992,,88-17-66621-1,8,,,,
,Polo Liceale,Armadio 7,volume,"Ronconi A, Posani M. R.",Storia e antologia della letteratura latina : ad uso dei licei,,Le Monnier,,Testo scolastico,88-00-42182-2,,,,,
,Polo Liceale,Armadio 7,volume,Roncoroni Angelo,Manuale di scrittura,,C. Signorelli,,Testo scolastico,978-88-434-1226-6,,,,,
,Polo Liceale,Armadio 12,volume,"Roncoroni Angelo, Gazich Roberto, Marinoni Elio, Sada Elena","Exempla humanitatis : Autori, testi, cultura di Roma antica",Milano,Carlo Signorelli,2003,Testo scolastico,88-434-0937-9,,,,,
,Polo Liceale,Armadio 6,volume,"Roncoroni, Cappellini, Dendi, Sada, Tribulato",Il rosso e il blu : 1. Dal medioevo al Cinquecento,,C. Signorelli,2012,Testo scolastico,978-88-434-1537-3,,,,,
,Polo Liceale,Armadio 6,volume,"Roncoroni, Cappellini, Dendi, Sada, Tribulato",Il rosso e il blu : 2. Dal Seicent all'Ottocento,,C. Signorelli,2012,Testo scolastico,978-88-434-1538-0,,,,,
,Polo Liceale,Armadio 6,volume,"Roncoroni, Cappellini, Dendi, Sada, Tribulato",Il rosso e il blu : 3a. Tra Ottocento e Novecento con Leopardi. 3b. Dal Novecento a oggi,,C. Signorelli,2012,Testo scolastico,978-88-434-1539-7,,,,,
,Polo Liceale,Armadio 5,volume,"Ronga, Gentile, Sanvito",Cittadinanza & Costituzione,,La Scuola,2010,Testo scolastico,978-88-350-2582-5,,,,,
,Polo Liceale,armadio 10,volume,Rosati Elio,Storia dei Celti ,Sant'arcangelo di romagna,Rusconi libri,2003,Pennarola Rotigliano,8818-01235-5,9,,,,
,Polo Liceale,Armadio 7,volume,"Rosati Giuseppe, Del Carlo Silvano",Silva Virens,,Sansoni,1979,Testo scolastico,88-383-1066-1,,,,,
,Polo Liceale,Armadio 6,volume,Rosato Vincenzo,Scrinium : temi latini per il biennio,,Ferraro,,Testo scolastico,978-88-7271-569-7,,,,,
,Polo Liceale,armadio 5,volume,Rosselli Carlo,Scritti politici,,Guida,,,88-7042-957-1,335.05.00,SOCIALISMO DEMOCRATICO,"Ciuffoletti Zeffiro, Bagnoli Paolo",,
,Polo Liceale,Armadio 4,volume,Rossi G.,Vivere nella società : Educazione civica con il sistema modulare per la scuola media superiore,Trescore Balneario,San Marco,1988,Testo scolastico,,,,,,
,Polo Liceale,Armadio 5,volume,Rossi Lucia,Impariamo il diritto e l'economia : 1. I fondamenti del diritto e del sistema economico,,Tramontana,2006,Testo scolastico,88-233-0481-4,,,,,
,Polo Liceale,Armadio 5,volume,Rossi Lucia,"Impariamo il diritto e l'economia : 2. La Costituzione, i mercati e lo sviluppo",,Tramontana,2006,Testo scolastico,88-233-0478-4,,,,,
,Polo Liceale,Armadio 5,volume,Rossi Lucia,Impariamo il diritto e l'economia : per il biennio,,Tramontana,1997,Testo scolastico,88-233-1031-8,,,,,
,Polo Liceale,armadio 8,volume,Rossi paolo,Naufragi senza spettatore,,Il Mulino,,,88-15-05043-4,,,,,
,Polo Liceale,armadio 8,volume,Rossi paolo,La filosofia,Torino,UTET,,Vol 1-4,88-02-04917-3,,,,,
,Polo Liceale,armadio 11,volume,Roth Joseph,Fuga senza fine,Milano,Gruppo editoriale l'Espresso,2011,"collana : la biblioteca di repubblica - 5
La repubblica",,8,,,,
,Polo Liceale,armadio 10,volume,Rousseau Jean-Jacques,Il contratto sociale,Milano,Mursia & C.,1987,Pennarola Rotigliano,,1,,Perticone Giacomo,,
,Polo Liceale,armadio 8,volume,Rousseau Jean-Jacques,Il contratto sociale,,Laterza,,,88-421-0258-X,190,,Magri Tito,,
,Polo Liceale,armadio 8,volume,Rousseau Jean-Jacques,Emilio,,Laterza,,,88-420-0153-8,,,Visalberghi A.,,
,Polo Liceale,armadio 9,volume,Rowling J.K.,Harry Potter e i doni della Morte,,Salani,,,978-88-8451-878-1,,,,,
,Polo Liceale,armadio 11,volume,Rugardi Giampaolo,La troga,Milano,Adelphi,1988,Avaiti,,,,,,
,Polo Liceale,armadio 5,volume,Ruggiero Vincenzo,La Roba : economie e culture dell'eroina,,Pratiche,1992,,88-7380-181-1,362.29.00,PROBLEMI E SERVIZI DI ASSISTENZA SOCIALE.,,,
,Polo Liceale,armadio 9,volume,Ruocco Mario,Garibaldi a Caprera,Livorno,Mario Tognoli,1987,,,,,,,
,Polo Liceale,Armadio 7,volume,"Ruozzi Iris, Santini Lolli Tina",I luoghi della parola : antologia italiana per i bienni,,Editoriale Paradigma,1988,Testo scolastico,,,,,,
,Polo Liceale,armadio 5,volume,Rusconi Gian Enrico,Se cessiamo di essere una nazione : tra etnodemocrazie regionali e cittadinanza europea,Bologna,Il Mulino,,,88-15-04074-9,,,,,
,Polo Liceale,armadio 10,volume,Russell Bertrand,Storia della filosofia occidentale,Milano,Longanesi & C.,,Pennarola Rotigliano,,1,,,Pavolini Luca,
,Polo Liceale,armadio 8,volume,Russell Bertrand,Introduzione alla filosofia matematica,,Newton Compton,1978,Collana “Paperback”;  Manieri Flavio (introduzione),,,,,,
,Polo Liceale,Armadio 8,volume,"Sabbatino Pasquale, Moschetto Carolina Carla",L'Italia delle Regioni e le ragioni del Mezzogiorno,,Fratelli Ferraro editori,1992,Testo scolastico,88-7276-013-5,,,,,
,Polo Liceale,armadio 7,volume,Saffo,Poesie,,Newton Compton,1982,Testo greco a fronte,,,,Dagnini Ilaria,,
,Polo Liceale,armadio 10,volume,"Saffo, Alceo",Da Saffo e Alceo : antologia della lirica eolica,Milano,Il Saggiatore,,Manca parte della copertina anteriore; Pennarola Rotigliano,,880,,Fertonani Roberto,,
,Polo Liceale,Armadio 4,volume,Saitta Armando,Il cammino umano,,Calderini,1978,Testo scolastico,,,,,,
,Polo Liceale,armadio 11,volume,Salam Abdus,L'unificazione delle forze fondamentali,,Rizzoli,,Avaiti,88-17-84067-X,,,,,
,Polo Liceale,Armadio 7,volume,Salemme Carmelo,Scrittori e testi di Roma antica,,Loffredo,,Testo scolastico,88-8096-584-0,,,,,
,Polo Liceale,armadio 11,volume,Salinari Carlo,Saviane,Imola,La nuova Italia,1976,"Pr Berretta
collana : la nuova italia
",,8,,,,
,Polo Liceale,Armadio 7,volume,"Salinari, Piscopo",Noi e gli altri,,Palumbo,1983,Testo scolastico,,,,,,
,Polo Liceale,armadio 10,volume,Sallustius Crispus Gaius,La congiura di catilina. La guerra giugurtina. Orazioni e lettere,Bologna,Zanichelli,1971,Tutta la parte dell'introduzione è dannegiata; Pennarola Rotigliano,,870,,,Lipparini Giuseppe ,
,Polo Liceale,Armadio 4,volume,"Salvadori Massimo, Tuccari Francesco",L'Europa e il mondo nella storia : 3. XIX-XXI secolo : quaderno di lavoro,,Loescher,2004,Testo scolastico,88-201-2695-8,,,,,
,Polo Liceale,armadio 11,volume,Salvalaggio Nantas,Rio dei pensieri. Il vestito di carta,,Club degli editori,1980,Prof. Berretta,,,,,,
,Polo Liceale,armadio 5,volume,Salvatorelli Luigi,Storia del 900,,Mondadori,1971,Vol 1-4,,909.82,STORIA UNIVERSALE,,,
,Polo Liceale,armadio 11,volume,Salvestroni Simonetta,Tomasi di Lampedusa,Firenze,La nuova Italia,1977,"Pr. Berretta
collana : la nuova italia
a cura di Simonetta Salvestroni",,8,,,,
,Polo Liceale,Armadio 7,volume,"Salvo, Rotolo, benvenuti",Società civile e potere politico : 1. Età medievale,Firenze,Le Monnier,1975,Testo scolastico,,,,,,
,Polo Liceale,Armadio 7,volume,"Salvo, Rotolo, benvenuti",Società civile e potere politico : 3. Età contemporanea,Firenze,Le Monnier,1975,Testo scolastico,,,,,,
,Polo Liceale,Armadio 5,volume,"Salvo,Rotolo, Benvenuti",Società civile e potere politico : 2. Età moderna,,Le Monnier,1975,Testo scolastico,,,,,,
,Polo Liceale,Armadio 7,volume,"Sambugar, Ermini",Leggere Europa : dall'Illuminismo ai giorni nostri,,La nuova italia,,Testo scolastico; muffa vecchia sul lato superiore,88-221-0795-0,,,,,
,Polo Liceale,Armadio 7,volume,"Sambugar, Ermini",Pagine di letteratura italiana ed europea : 1. Dal Medioevo all'umanesimo,,La nuova italia,,Testo scolastico – Libro usato (1),88-221-1317-9,,,,,
,Polo Liceale,armadio 11,volume,Sanchez Drago fernando,Il cammino del cuore,,Neri pozza,,Avaiti,88-7305-669-5,,,,,
,Polo Liceale,armadio 11,volume,"Santamaria Michele, Travelli Stefano, Andreoni Jacopo",La maggioranza all'opposizione : chi ha vinto e chi non ha perso alle elezioni del 13 maggio,,Prospettiva,2001,Avaiti,88-8022-079-9,,,,,
,Polo Liceale,armadio 8,volume,Santinello Giovanni,Storia del pensiero occidentale : 2. Dagli inizi del Cristianesimo al secolo XIV,Milano,Marzorati,1975,Vol 2,,,,,,
,Polo Liceale,Armadio 7,volume,Santoro Mario,le stagioni della civiltà letteraria italiana,,Le Monnier,1975,Testo scolastico,,,,,,
,Polo Liceale,armadio 11,volume,Saramago José,L'anno della morte di Ricardo reis,Roma,L'espresso,,Supplemento a Repubblica,84-8130-489-1,,,,,
,Polo Liceale,armadio 9,volume,Sasso Gennaro,Niccolò Machiavelli : storia del suo pensiero politico,Bologna,Il Mulino,1980,,,,,,,
,Polo Liceale,armadio 11,volume,Saviane Giorgio,Il papa,,Rizzoli,1980,Prof. Berretta,,,,,,
,Polo Liceale,armadio 11,volume,Saviane Giorgio,Il mare verticale,Milano,Rusconi,1973,Prof. Berretta,,850,,,,
,Polo Liceale,armadio 10,volume,Saviano Roberto,Gomorra,Milano,Arnoldo Mondadori,2010,G. Bisecco,978-88-04-56915-2,8,,,,
,Polo Liceale,Armadio 7,volume,Sbrilli Gilda,L'oggetto letterario,Firenze,Bulgarini,1991,Testo scolastico,,,,,,
,Polo Liceale,armadio 7,volume,Scaini Ettore,Nuova terra : poesie pontine = Ny jord : pontinadigte,Latina,Abc digitale,2008,Poesia,,,,,Vibeke Theisen,
,Polo Liceale,armadio 7,volume,Scaini Ettore,"Nei ricordi, l'amore e poi...",,Il Gabbiano,2001,Documenti di interesse locale,,,,Iacapraro Annamaria,,
,Polo Liceale,armadio 7,volume,Scaini Ettore,"Nei ricordi, l'amore e poi...",,Il Gabbiano,2001,Documenti di interesse locale,,,,Iacapraro Annamaria,,
,Polo Liceale,armadio 7,volume,Scaini Ettore,"Nei ricordi, l'amore e poi...",,Il Gabbiano,2001,Documenti di interesse locale,,,,Iacapraro Annamaria,,
,Polo Liceale,armadio 7,volume,Scaini Ettore,Per riaffacciarti ancora,,Il Gabbiano,1995,Documenti di interesse locale,,,,Iacapraro Annamaria,,
,Polo Liceale,armadio 7,volume,Scaini Ettore,Per riaffacciarti ancora,,Il Gabbiano,1995,Documenti di interesse locale,,,,Iacapraro Annamaria,,
,Polo Liceale,armadio 7,volume,Scaini Ettore,Tempo di maggio,,Ernesto gremese,1989,Documenti di interesse locale; Nievo Stanislao (presentazione di),,,,,,
,Polo Liceale,armadio 7,volume,Scaini Ettore,Tempo di maggio,,Ernesto gremese,1989,Documenti di interesse locale; Nievo Stanislao (presentazione di),,,,,,
,Polo Liceale,armadio 7,volume,Scaini Ettore,Tempo di maggio,,Ernesto gremese,1989,Documenti di interesse locale; Nievo Stanislao (presentazione di),,,,,,
,Polo Liceale,armadio 7,volume,Scaini Ettore,Tracce,Latina,Abc digitale,2007,Poesia,,,,,,
,Polo Liceale,armadio 5,volume,"Scalia Rosario, De Santis Alina",Un progetto di vita : scegliere la scuola secondaria superiore,,CieRre,1988,,,37320945,,,,
,Polo Liceale,armadio 7,volume,Scarano Emanuella,Leonardo Sciascia e Candido,,Loescher,,,88-201-0213-7,,,,,
,Polo Liceale,armadio 11,volume,Scarpati Claudio,Invito alla lettura di Eugenio Montale,Milano,Mursia,1973,Russo Francesca,88-425-2005-5,,,,,
,Polo Liceale,armadio 6,volume,Scego Igiaba,Rhoda,,Sinnos,2004,,88-7609-008-8,,,,,
,Polo Liceale,armadio 6,volume,Scego Igiaba,La nomade che amava Alfred Hitchcock,,Sinnos,2003,Testo a fronte in somalo,88-86061-89-7,,,,,
,Polo Liceale,armadio 11,volume,Schliemann Heinrich,La scoperta di Troia,Torino,Giulio Einaudi,1968,Avaiti,,,,,,
,Polo Liceale,armadio 11,volume,Schnitzler,Doppio sogno,Milano,Gruppo editoriale l'Espresso,2011,"collana : la biblioteca di repubblica - 3
La repubblica",,8,,,,
,Polo Liceale,Armadio 5,volume,"Schoepflin, Chiesa, Seren, Benazzi","Religione: il volto di Dio, il volto dell'uomo",,Piemme,,Testo scolastico,88-384-4570-2,,,,,
,Polo Liceale,Armadio 5,volume,"Schoepflin, Chiesa, Seren, Benazzi","Il nuovo Religione: il volto di Dio, il volto dell'uomo",,Piemme,,Testo scolastico,88-519-8011-X,,,,,
,Polo Liceale,armadio 8,volume,Schopenhauer Arthur,Il mondo come volontà e rappresentazione,,,,Vol 1-2,88-17-11735-8,,,,,
,Polo Liceale,armadio 5,volume,Schor Ralph,L'Europa tra le due guerre (1919-1939),,Newton Compton,1995,,88-8183-267-4,9405300,,,,
,Polo Liceale,Armadio 7,volume,Schoworer,Triennium novum,,Angelo Signorelli,[1978],Testo scolastico,,,,,,
,Polo Liceale,armadio 10,volume,Sciascia Leonardo,Todo modo,Milano,Adelphi,1995,Pennarola Rotigliano,88-459-1112-8,8,,,,
,Polo Liceale,armadio 11,volume,Scorza Manuel,Rulli di tamburo per Rancas,,feltrinelli,,Avaiti,88-07-80721-1,,,,,
,Polo Liceale,armadio 9,volume,Scorza manuel,Storia di Garambolo l'invisibile : seconda ballata,,Feltrinelli,1973,,,,,,Cicogna Enrico,
,Polo Liceale,armadio 9,volume,Scorza manuel,Rulli di tamburo per Rancas : prima ballata,,Feltrinelli,1972,,,,,,Cicogna Enrico,
,Polo Liceale,armadio 5,volume,Scott Derek,Le istituzioni politiche sovietiche,,Edizioni di Comunità,1968,"Saggi di cultura ontemporanea, 83",,342,"DIRITTO COSTITUZIONALE, COSTITUZIONI POLITICHE",,Donolo Carlo,
,Polo Liceale,armadio 10,volume,Scudamore James,La gang degli smemorati,Roma,Newton & Compton,2007,G. Bisecco,978-88-541-0899-8,8,,,,
,Polo Liceale,Armadio 12,volume,"Segre Cesare, Martignoni Clelia",Testi nella storia : la letteratura italiana dalle origini al Novecento : dalle origini al Quattrocento,Milano,Bruno Mondadori,1991,Testo scolastico,88-424-4027-2,,,,,
,Polo Liceale,Armadio 12,volume,"Segre Cesare, Martignoni Clelia",Testi nella storia : la letteratura italiana dalle origini al Novecento : dal Cinquecento al Settecento,Milano,Bruno Mondadori,1991,Testo scolastico,88-424-4028-0,,,,,
,Polo Liceale,Armadio 12,volume,"Segre Cesare, Martignoni Clelia",Testi nella storia : la letteratura italiana dalle origini al Novecento : l'Ottocento,Milano,Bruno Mondadori,1991,Testo scolastico,88-424-4029-9,,,,,
,Polo Liceale,Armadio 12,volume,"Segre Cesare, Martignoni Clelia",Testi nella storia : la letteratura italiana dalle origini al Novecento : il Novecento,Milano,Bruno Mondadori,1991,Testo scolastico,88-424-4030-2,,,,,
,Polo Liceale,armadio 5,volume,Segre Dan Vittorio,Il poligono mediorientale : fine della questione arabo-israeliana?,,Il Mulino,,,88-15-04576-7,956.00.00,STORIA DEL MEDIO ORIENTE,,,
,Polo Liceale,armadio 10,volume,Seneca,La dottrina Morale,Bari,Gius. Laterza & Figli,1972,Pennarola Rotigliano,,1,,,,
,Polo Liceale,armadio 8,volume,Seneca,Lettere a Lucilio,,BUR,,Testo latino a fronte vol 1-2,88-17-12013-8,,,,,
,Polo Liceale,armadio 10,volume,Senofonte,Detti memorabili di socrate,Milano,Sonzogno,1909,[Pennarola],,2,,,,
,Polo Liceale,armadio 10,volume,Senofonte,Anabasi Ciropedia,Torino,Giulio Einaudi Editore,1962,prof pennarola,,8,,,Carena,
,Polo Liceale,armadio 5,volume,Sensini Alberto,Per capire questa Italia : educazione civica : dalla Repubblica del '46 all'Europa del '92,Roma,Armando,,,88-7144-064-1,8871443284,,,,
,Polo Liceale,Armadio 7,volume,Sensini Marcello,Le forme della lingua,,A Mondadori,,Testo scolastico,978-88-247-3147-8,,,,,
,Polo Liceale,Armadio 4,volume,Sensini Marcello,"Le forme della lingua : parole, regole e testi",,Mondadori,2010,Testo scolastico,978-88-247-3147-8,,,,,
,Polo Liceale,armadio 9,volume,Sepulveda Luis,Storia di una gabbianella e del gatto che le insegnò a volare,,Salani,,,88-7782-512-X,,,,,
,Polo Liceale,armadio 9,volume,Sepulveda Luis,Il mondo alla fine del mondo,,Guanda,,,88-7746-691-X,,,,,
,Polo Liceale,armadio 9,volume,Sepulveda Luis,Diario di un killer sentimentale,,,,"La biblioteca di Repubblica, Novecento 32",84-8130-510-3,,,,,
,Polo Liceale,armadio 11,volume,Serao Matilde,Il paese di cuccagna,Novara ,Istituto geografico DeAgostini,1984,Prof. Berretta,,8,,,,
,Polo Liceale,armadio 7,volume,Serao Matilde,Racconti napoletani,Napoli,ferraro,,,88-7271-032-4,,,"Sabbatino Pasquale, Abbate Rita",,
,Polo Liceale,armadio 5,volume,Sereni Emilio,Storia del paesaggio agrario italiano,,Laterza,1982,,,333.07.00, ECONOMIA DELLE RISORSE NATURALI ED ENERGIA   ,,,
,Polo Liceale,armadio 7,volume,Seroni Adriano,Carlo E. Gadda,,La nuova Italia,1973,"Il Castoro, 36",,,,,,
,Polo Liceale,armadio 9,volume,Serrano Marcela,"Antigua, vita mia",,Feltrinelli,,,88-07-81696-2,,,,,
,Polo Liceale,armadio 9,volume,Serrano Marcela,Noi che ci vogliamo così bene,,Feltrinelli,,,88-07-81465-X,,,,,
,Polo Liceale,armadio 9,volume,Serrano Marcela,Noi che ci vogliamo così bene,,Feltrinelli,,,88-07-81465-X,,,,,
,Polo Liceale,armadio 10,volume,Sesto Properzio,,Bologna,Nicola Zanichelli,1950,Pennarola Rotigliano,,870,,Lipparini Giuseppe,Lipparini Giuseppe,
